type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Apartment,"45,000",rent,Monthly,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",170,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503284741.html,"Stylish Apartment for Rent in Mountain View iCity with Prime Location, Modern Finishing, New Cairo"
Apartment,"47,000",rent,Monthly,"Uptown Cairo, Mokattam, Cairo",160,2,2,"EGP 47,000",N/A,https://www.bayut.eg/en/property/details-503421543.html,Lowest Price 2 Bedrooms Apartment For Rent With kitchen and ACs in Fourteen Compound Uptown Cairo
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",90,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503421491.html,"Fully furnished Apartment for rent with private garden 50m ready to move in special price 2 bedrooms in Al Rehab 1, New Cairo."
Apartment,"13,000",rent,Monthly,"Al Defaa Al Watany Compound, 5th Settlement, New Cairo, Cairo",120,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503421246.html,Apartment for Rent in National Defense Villas – Prime Location Just steps from Mohamed Naguib Axis Close to services and Gomla Market Mall
Villa,"150,000",rent,Monthly,"Madinaty, Cairo",420,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503421205.html,Luxury Furnished Villa for Rent in Madinaty – For Lovers of Elegance
Villa,"6,000",rent,Daily,"Montazah, Alexandria",500,5,5,"EGP 6,000",N/A,https://www.bayut.eg/en/property/details-201767634.html,?????? ?????? ??? ?? 5???5????3????? ????? ????? ?70???? ?????? ??????
Chalet,"2,500",rent,Daily,"Porto Sokhna, Ain Sukhna, Suez",110,2,2,"EGP 1,000",N/A,https://www.bayut.eg/en/property/details-207485195.html,"Chalet for rent in Ain Sokhna, Porto Sokhna directly from the owner"
Apartment,"37,000",rent,Monthly,"ZED West Compound, Sheikh Zayed, Giza",168,3,3,"EGP 37,000",N/A,https://www.bayut.eg/en/property/details-503421503.html,"For rent, an apartment with a kitchen and air conditioning in Zaid Park, 168 sqm, first occupancy with a landscape view."
Villa,"60,000",rent,Monthly,"Rehab City, New Cairo, Cairo",400,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503420046.html,Villa for rent in Al Rehab City Model C with air conditioning
Apartment,"16,000",rent,Monthly,"Northern Expansions, 6th of October, Giza",155,3,2,"EGP 32,000",N/A,https://www.bayut.eg/en/property/details-503048385.html,"Apartment for rent, finished, first occupancy in October"
Apartment,"60,000",rent,Monthly,"Cleopatra, Alexandria",245,4,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420653.html,Furnished apartment for rent 245 m Cleopatra (directly on the sea)
Apartment,"75,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",90,1,2,N/A,N/A,https://www.bayut.eg/en/property/details-503151826.html,Apartment for rent in Mivida fully finished and furnished with modern furniture with a view of the garden and swimming pool in the heart of Fifth Se
Apartment,"16,000",rent,Monthly,"Madinaty, Cairo",109,3,2,"EGP 16,000",N/A,https://www.bayut.eg/en/property/details-503431638.html,"A distinctive apartment for rent in Madinaty, 109 sq m, ground floor, no garden, in B11"
Apartment,"22,000",rent,Monthly,"Rehab City, New Cairo, Cairo",119,3,3,"EGP 22,000",N/A,https://www.bayut.eg/en/property/details-503427333.html,Ground floor apartment with a garden for rent in Al Rehab with a master bedroom
Chalet,"7,000",rent,Daily,"Mountain View Ras Al Hekma, Ras Al Hekma, North Coast, Matruh",92,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503422038.html,"Chalet for rent in Rhodes Mountain View Ras al-Hikmah View, first floor, special location"
Apartment,"25,000",rent,Monthly,"Nasr City, Cairo",250,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503419295.html,"- Unit Type: Excellent opportunity! Apartment for rent in the 9th District, Nasr City"
Apartment,"50,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",213,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503421921.html,Fully Finished Apartment for Rent in Hyde Park | Kitchen & ACs
Apartment,"45,000",rent,Monthly,"Sheikh Zayed, Giza",180,3,2,"EGP 90,000",N/A,https://www.bayut.eg/en/property/details-503420694.html,"Furnished apartment for rent in Sheikh Zayed, Mamdoud Tawl, inside a compound"
Hotel Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",113,2,1,"EGP 40,000",N/A,https://www.bayut.eg/en/property/details-503420341.html,A furnished garden apartment in Al Rehab for rent with high-quality finishes at a very reasonable price.
Apartment,"8,500",rent,Monthly,"El Taawon, Haram, Giza",130,3,2,"EGP 8,500",N/A,https://www.bayut.eg/en/property/details-503172285.html,"A Class apartment for rent with a distinguished view in collaboration with Tersa, Al Haram"
Apartment,"40,000",rent,Monthly,"Beverly Hills Compound, Sheikh Zayed, Giza",205,3,3,"EGP 40,000",N/A,https://www.bayut.eg/en/property/details-503421483.html,Apartment 205 sqm fully finished and furnished for rent in Beverly hills Sodic west Zayed city
Apartment,"14,000",rent,Monthly,"Madinaty, Cairo",96,2,2,"EGP 14,000",N/A,https://www.bayut.eg/en/property/details-503421243.html,"96m apartment vacant for rent in B7, second floor, special finishes"
Apartment,"25,000",rent,Monthly,"El Khamayel Compound, Sheikh Zayed, Giza",145,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420190.html,"Ground floor apartment for rent with a private garden and kitchen, finished to Super Lux standards, located in Phase 3 (B) in El Khamayel Compound, Sh"
Apartment,"80,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",149,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503304219.html,Brand new furnished apartment for rent in Lake view residence compound-new cairo
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",171,3,3,"EGP 25,000",N/A,https://www.bayut.eg/en/property/details-503425864.html,"Opportunity for rent in Al-Rehab, a 171 sqm apartment with a garden view, ready for occupancy."
Apartment,"35,000",rent,Monthly,"The Address, Sheikh Zayed, Giza",70,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503419615.html,Furnished apartment for rent on the ground floor in Garden Super Lux at The Address - area 70 m - Al Sheikh Zayed
Apartment,"23,000",rent,Monthly,"El Khamayel Compound, Sheikh Zayed, Giza",180,3,3,"EGP 23,000",N/A,https://www.bayut.eg/en/property/details-503427210.html,"Apartment for rent, first floor, 180 sqm, 3 rooms near services, first residence next to Al-Shurta Mosque, Al-Khamail, Sheikh Zayed"
Villa,"16,000",rent,Daily,"Santa Claus, Ain Sukhna, Suez",400,8,9,"EGP 16,000",N/A,https://www.bayut.eg/en/property/details-501965704.html,"Palace For Rent - 8 master bedrooms - First Line on the Sea in Santa Claus Village, Ain Sokhna"
Villa,"15,000",rent,Daily,"Jaz Little Venice, Ain Sukhna, Suez",300,5,5,"EGP 15,000",N/A,https://www.bayut.eg/en/property/details-501908150.html,Villa For Rent In Jaz Little Venice Ain El Sokhna.
Apartment,"40,000",rent,Monthly,"Privado, Madinaty, Cairo",84,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503420741.html,Furnished Apartment for Rent in Madinaty – Privado | Open View
Apartment,"45,000",rent,Monthly,"Madinaty, Cairo",100,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420449.html,"VIP Premium Unit - Furnished Apartment for Rent in Phase B15 of Madinaty, featuring ultra-super-luxurious finishing, high-quality modern furnishings,"
Apartment,"50,000",rent,Monthly,"Madinaty, Cairo",140,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420385.html,"A distinctive furnished apartment for rent in Phase B8 of Madinaty, in pristine condition, featuring ultra-super-luxurious finishing, elegant modern"
Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",110,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503419901.html,Furnished apartment available for rent in Al Rehab City
Apartment,"21,000",rent,Monthly,"Rehab City, New Cairo, Cairo",119,3,3,"EGP 21,000",N/A,https://www.bayut.eg/en/property/details-503419788.html,"For rent in Al Rehab 2, an apartment of 119 sqm in the seventh phase, with an elevator. A very distinguished location, close to the Eastern Market and the bus station."
Apartment,"65,000",rent,Monthly,"AZAD Compound, 5th Settlement, New Cairo, Cairo",177,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503419311.html,"Luxury apartment for rent in Azad compound, finished with kitchen – area 177m with an open view"
Apartment,"35,000",rent,Monthly,"South of Academy, 5th Settlement, New Cairo, Cairo",330,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420863.html,"A very special, brand new apartment for rent in a very elegant villa with an elevator, overlooking a large garden in the prestigious South Academy Vi"
Apartment,"28,000",rent,Monthly,"Nasr City, Cairo",230,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503419904.html,"230 sqm apartment for rent in Nasr City, the first area of Abbas Al-Akkad."
Apartment,"39,000",rent,Monthly,"Opera City Compound, Sheikh Zayed, Giza",314,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503418884.html,"Duplex for rent, first time occupancy, hotel finishing with kitchen in the compound Opera City - area 314 m - Al Sheikh Zayed"
Duplex,"95,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",250,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503176330.html,Duplex Garden For Rent in Sodic - Eastown - 5th settlement
Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",162,3,3,"EGP 50,000",N/A,https://www.bayut.eg/en/property/details-503424315.html,Fully furnished apartment with superlux finishing for rent in Al-Rehab1  2th phase  Area : 162sqm  divided into :  3bedrooms 3bathroom  3th Floor
Apartment,"55,000",rent,Monthly,"Tag Sultan Compound, 1st Settlement, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503420716.html,"A distinctive apartment for rent in Taj Sultan Compound, featuring a kitchen, 5 air conditioners, and water heaters. It boasts a view of the clubhouse"
Duplex,"75,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",209,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503420674.html,Duplex for Rent in Hyde Park | 209 SQM | 3 Bedrooms | Unfurnished
Apartment,"18,000",rent,Monthly,"1st Settlement, New Cairo, Cairo",140,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503420617.html,"Apartment for rent with kitchen in Dar Misr Al Qarnafel, a gated community with Jade Compound, opposite Al Rehab, First Settlement, with a garden view"
Apartment,"55,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503420548.html,2 Bedroom Apartment for Rent in CFC | 140 SQM | Semi Furnished | Central AC
Villa,"60,000",rent,Monthly,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",300,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503431134.html,Villa With Private Roof Very Prime Location For Rent View Garden Fully Furnished At Compound Mountain View Hyde Park
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",123,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503423844.html,"Distinctive furnished apartment for rent in Al Rehab City, New Cairo, View Garden, next to the old market and services"
Apartment,"18,000",rent,Monthly,"Gardenia Heights, 5th Settlement, New Cairo, Cairo",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503424190.html,Apartment for rent in the residential or administrative area of Gardenia in front of Gamla Market
Villa,"55,000",rent,Monthly,"Madinaty, Cairo",450,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427086.html,Model H Villa: Stunning view over the creek for sale with a unique view
Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",90,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503422543.html,"Furnished apartment for rent in Al Rehab City, Phase 8. Prime location. Steps from the Eastern Market and East Court (with all restaurants). Next to G"
Villa,"110,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",400,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503422568.html,Fully Finished 4 Bedroom Twin House for Rent in Mivida New Cairo
Apartment,"25,000",rent,Monthly,"Madinaty, Cairo",50,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-503410158.html,"Furnished studio for rent in Madinaty directly in front of the services and next to Craft Zone, ultra super lux finishing, fully modern furnishings."
Apartment,"106,000",rent,Monthly,"Sheikh Zayed, Giza",168,3,2,"EGP 106,000",N/A,https://www.bayut.eg/en/property/details-503420194.html,"Apartment for Rent in Zed West Sheikh Zayed – Serviced Tower, 3 Bedrooms (1 Master)"
Villa,"7,000",rent,Daily,"Al Shorouk, North Coast, Matruh",150,5,4,"EGP 7,000",N/A,https://www.bayut.eg/en/property/details-503418250.html,"Villa for rent in Shati' Al-Shorouk Village, Kilometer 41, North Coast"
Apartment,"13,500",rent,Monthly,"Madinaty, Cairo",89,2,2,"EGP 27,000",N/A,https://www.bayut.eg/en/property/details-503418716.html,"For rent, a law in my city in B6."
Apartment,"45,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",220,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503418410.html,Ultra Luxury Apartment for Rent in Hyde Park New Cairo | 220 sqm
Duplex,"65,000",rent,Monthly,"The Village Compound, 5th Settlement, New Cairo, Cairo",195,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503418401.html,"Luxury Duplex for Rent in Village Gate with Private Garden and Jacuzzi, prime location"
Apartment,"65,000",rent,Monthly,"Dokki, Giza",200,3,3,"EGP 65,000",N/A,https://www.bayut.eg/en/property/details-503418394.html,Panorama Nile View 3-Bedroom Apartment
Apartment,"35,000",rent,Monthly,"Madinaty, Cairo",143,2,1,"EGP 105,000",N/A,https://www.bayut.eg/en/property/details-503417877.html,"Furnished apartment for rent in Madinaty B6, 4th floor, 143 sq m, garden view, air-conditioned, with 2 bedrooms and a bathroom."
Townhouse,"60,000",rent,Monthly,"Madinaty, Cairo",211,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503417858.html,"Townhouse for rent in Madinaty, high-end finishing, first occupancy, equipped with a kitchen, prime location."
Apartment,"32,000",rent,Monthly,"Dokki, Giza",100,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503417778.html,Furnished apartment for rent in Dokki (Mohyeddin Abu Al-Ezz)
Apartment,"25,000",rent,Monthly,"October Plaza Sodic Compound, 6th of October, Giza",50,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-503417631.html,"Studio Fully Furnished with Roof Terrace for rent in October Plaza, Sodic, 6th Of October City . . . . . . . . . . . . . . . . . . . . . . . . ."
Apartment,"95,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",160,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503278854.html,"Stylish Modern Furnished Apartment for Rent in Villette V Residence with Elegant Design ,New Cairo"
Villa,"611,000",rent,Monthly,"Katameya Heights Compound, Katameya, Cairo",700,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503055921.html,Luxury 4-Bedroom Standalone Villa | Fully Automated | Prime Extension Location |Villa for rent in Katameya Heights
Apartment,"85,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",140,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503055905.html,Ground floor apartment with private garden for rent in SODIC Eastown New Cairo - Fully Ultra modern Furnished -First Use
Apartment,"55,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",60,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-502934245.html,Ground floor with private garden - Studio for Rent – Villette Boulevard View + Private Garden | Long-Term Only
Apartment,"110,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502828481.html,"Cozy Modern Furnished Apartment for rent in Cairo festival city compound , New Cairo - 3BR High-end Finishing Apartment"
Apartment,"22,200",rent,Monthly,"Sporting, Alexandria",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-502119541.html,A 3bedrooms furnished special flat for rent for excellent price in sporting Alexanderia
Apartment,"40,000",rent,Monthly,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",160,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503419743.html,distinctive Apartment with Kitchen and ACs-MVHP new cairo
Apartment,"8,500",rent,Monthly,"Faisal, Giza",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503417698.html,Apartment for rent in Faisal area
Townhouse,"160,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",350,4,4,"EGP 160,000",N/A,https://www.bayut.eg/en/property/details-503416769.html,Corner Townhouse for Rent in Villette Sodic Kitchen & acs appliances included Prime location
Chalet,"25,000",rent,Daily,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",220,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503375513.html,"Chalet for rent in Marassi Marina front Views Direct view to Boulevard and Sea In Marassi Compound , North Coast Sidi Abdel Rahman"
